date,sentiment_score,avg_polarity,total_articles,positive,slightly_positive,slightly_negative,negative,positive_pct,slightly_positive_pct,slightly_negative_pct,negative_pct,bullish_pct,bearish_pct
2023-05-05,38.88888888888889,0.15502222222222223,9,3,4,1,1,33.33333333333333,44.44444444444444,11.11111111111111,11.11111111111111,77.77777777777779,22.22222222222222
2023-05-06,30.0,0.039310000000000005,10,2,6,0,2,20.0,60.0,0.0,20.0,80.0,20.0
2023-05-07,15.0,-0.027479999999999994,10,1,6,1,2,10.0,60.0,10.0,20.0,70.0,30.0
2023-05-08,40.0,0.10774999999999998,10,3,5,1,1,30.0,50.0,10.0,10.0,80.0,20.0
2023-05-09,45.0,0.18974000000000002,10,4,4,1,1,40.0,40.0,10.0,10.0,80.0,20.0
2023-05-10,38.88888888888889,0.14693333333333333,9,3,4,1,1,33.33333333333333,44.44444444444444,11.11111111111111,11.11111111111111,77.77777777777779,22.22222222222222
2023-05-11,50.0,0.13753749999999998,8,3,4,0,1,37.5,50.0,0.0,12.5,87.5,12.5
2023-05-12,0.0,-0.10703,10,2,4,0,4,20.0,40.0,0.0,40.0,60.0,40.0
2023-05-13,-30.0,-0.24617999999999998,5,1,1,0,3,20.0,20.0,0.0,60.0,40.0,60.0
2023-05-14,25.0,0.047240000000000004,10,1,7,0,2,10.0,70.0,0.0,20.0,80.0,20.0
2023-05-15,20.0,0.08307,10,2,5,1,2,20.0,50.0,10.0,20.0,70.0,30.0
2023-05-16,45.0,0.22528,10,4,4,1,1,40.0,40.0,10.0,10.0,80.0,20.0
2023-05-17,65.0,0.22964,10,3,7,0,0,30.0,70.0,0.0,0.0,100.0,0.0
2023-05-18,50.0,0.19744,10,3,6,0,1,30.0,60.0,0.0,10.0,90.0,10.0
2023-05-19,38.88888888888889,0.1574111111111111,9,3,4,1,1,33.33333333333333,44.44444444444444,11.11111111111111,11.11111111111111,77.77777777777779,22.22222222222222
2023-05-20,7.142857142857142,-0.02114285714285713,7,1,3,2,1,14.285714285714285,42.857142857142854,28.57142857142857,14.285714285714285,57.14285714285714,42.857142857142854
2023-05-21,30.0,0.022930000000000006,10,1,7,1,1,10.0,70.0,10.0,10.0,80.0,20.0
2023-05-22,50.0,0.13024,10,2,7,1,0,20.0,70.0,10.0,0.0,90.0,10.0
2023-05-23,50.0,0.16743333333333335,9,3,5,0,1,33.33333333333333,55.55555555555556,0.0,11.11111111111111,88.88888888888889,11.11111111111111
2023-05-24,45.0,0.13717000000000001,10,2,7,0,1,20.0,70.0,0.0,10.0,90.0,10.0
2023-05-25,40.0,0.09623000000000001,10,1,8,0,1,10.0,80.0,0.0,10.0,90.0,10.0
2023-05-26,27.77777777777778,0.0933111111111111,9,1,6,1,1,11.11111111111111,66.66666666666666,11.11111111111111,11.11111111111111,77.77777777777779,22.22222222222222
2023-05-27,33.33333333333333,0.16276666666666664,6,2,2,2,0,33.33333333333333,33.33333333333333,33.33333333333333,0.0,66.66666666666666,33.33333333333333
2023-05-28,33.33333333333333,0.06646666666666667,6,1,4,0,1,16.666666666666664,66.66666666666666,0.0,16.666666666666664,83.33333333333334,16.666666666666664
2023-05-29,33.33333333333333,0.04467777777777778,9,2,5,1,1,22.22222222222222,55.55555555555556,11.11111111111111,11.11111111111111,77.77777777777779,22.22222222222222
2023-05-30,55.00000000000001,0.15238000000000002,10,3,6,1,0,30.0,60.0,10.0,0.0,90.0,10.0
2023-05-31,55.55555555555556,0.18388888888888888,9,3,5,1,0,33.33333333333333,55.55555555555556,11.11111111111111,0.0,88.88888888888889,11.11111111111111
2023-06-01,65.0,0.22824,10,5,4,1,0,50.0,40.0,10.0,0.0,90.0,10.0
2023-06-02,20.0,0.008300000000000007,10,3,4,0,3,30.0,40.0,0.0,30.0,70.0,30.0
2023-06-03,-14.285714285714285,-0.09758571428571429,7,1,2,2,2,14.285714285714285,28.57142857142857,28.57142857142857,28.57142857142857,42.857142857142854,57.14285714285714
2023-06-04,60.0,0.25248000000000004,15,3,12,0,0,20.0,80.0,0.0,0.0,100.0,0.0
2023-06-05,55.00000000000001,0.213205,20,2,18,0,0,10.0,90.0,0.0,0.0,100.0,0.0
2023-06-06,50.0,0.1307357142857143,14,0,14,0,0,0.0,100.0,0.0,0.0,100.0,0.0
2023-06-07,0.0,-0.06277777777777778,9,0,6,0,3,0.0,66.66666666666666,0.0,33.33333333333333,66.66666666666666,33.33333333333333
2023-06-08,11.11111111111111,0.033166666666666664,9,2,4,0,3,22.22222222222222,44.44444444444444,0.0,33.33333333333333,66.66666666666666,33.33333333333333
2023-06-09,40.0,0.10359000000000003,10,1,8,0,1,10.0,80.0,0.0,10.0,90.0,10.0
2023-06-10,60.0,0.11492,5,1,4,0,0,20.0,80.0,0.0,0.0,100.0,0.0
2023-06-11,56.25,0.2839,8,4,3,0,1,50.0,37.5,0.0,12.5,87.5,12.5
2023-06-12,40.0,0.20263,10,4,4,0,2,40.0,40.0,0.0,20.0,80.0,20.0
2023-06-13,35.0,0.12223999999999999,10,3,5,0,2,30.0,50.0,0.0,20.0,80.0,20.0
2023-06-14,55.00000000000001,0.20952,10,4,5,0,1,40.0,50.0,0.0,10.0,90.0,10.0
2023-06-15,55.00000000000001,0.22394000000000003,10,4,5,0,1,40.0,50.0,0.0,10.0,90.0,10.0
2023-06-16,20.0,0.022219999999999997,10,2,5,1,2,20.0,50.0,10.0,20.0,70.0,30.0
2023-06-17,20.0,0.07744000000000001,5,2,1,1,1,40.0,20.0,20.0,20.0,60.0,40.0
2023-06-18,-8.333333333333332,-0.039683333333333334,6,2,1,0,3,33.33333333333333,16.666666666666664,0.0,50.0,50.0,50.0
2023-06-19,11.11111111111111,0.07872222222222221,9,2,4,0,3,22.22222222222222,44.44444444444444,0.0,33.33333333333333,66.66666666666666,33.33333333333333
2023-06-20,30.0,0.0847,10,1,7,1,1,10.0,70.0,10.0,10.0,80.0,20.0
2023-06-21,40.0,0.13547,10,2,6,2,0,20.0,60.0,20.0,0.0,80.0,20.0
2023-06-22,40.0,0.13539000000000004,10,3,5,1,1,30.0,50.0,10.0,10.0,80.0,20.0
2023-06-23,30.0,-7.999999999999812e-05,10,1,7,1,1,10.0,70.0,10.0,10.0,80.0,20.0
2023-06-24,12.5,0.058425000000000005,8,2,3,1,2,25.0,37.5,12.5,25.0,62.5,37.5
2023-06-25,27.77777777777778,0.10666666666666667,9,3,3,2,1,33.33333333333333,33.33333333333333,22.22222222222222,11.11111111111111,66.66666666666666,33.33333333333333
2023-06-26,50.0,0.15226,10,3,6,0,1,30.0,60.0,0.0,10.0,90.0,10.0
2023-06-27,50.0,0.10820000000000003,10,3,6,0,1,30.0,60.0,0.0,10.0,90.0,10.0
2023-06-28,37.5,0.0189625,8,1,6,0,1,12.5,75.0,0.0,12.5,87.5,12.5
2023-06-29,50.0,0.15436499999999997,20,9,8,0,3,45.0,40.0,0.0,15.0,85.0,15.0
2023-06-30,55.00000000000001,0.16196499999999997,20,8,10,0,2,40.0,50.0,0.0,10.0,90.0,10.0
2023-07-01,70.0,0.24285,10,4,6,0,0,40.0,60.0,0.0,0.0,100.0,0.0
